Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
893,11.947949375319936,0.0,0.75,0.44563844305834177,0.3655082978639552,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.2727272727272727,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.3161764705882353,0.06557377049180328,1.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,1.0,0.11746987951807229,0.6666666666666666,0.0,0.16952054794520546,0.17332242225859248,1.0,0.5,1.0,1.0,0.4398916965949651,0.0,0.0,0.4112000405557672,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.40186915887850466,0.6666666666666666,0.25,0.1861777150916784,0.75,1.0,1.0,0.22403733955659275,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1106,12.691580461311874,0.2352941176470588,0.75,0.5701802625425323,0.4391211871746412,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.11764705882352941,0.26229508196721313,0.0,0.0,0.6000000000000001,0.5,0.5,0.22625,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.18284904323175052,0.6666666666666666,0.0,0.18450342465753425,0.23944353518821607,1.0,1.0,1.0,1.0,0.5684369417883803,0.5433414043583535,0.0,0.7289207274910523,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,0.6000000000000001,0.8,0.14953271028037382,0.6666666666666666,0.5,0.5021156558533145,0.75,1.0,1.0,0.21703617269544923,0.05850091407678245,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
414,11.652687407345388,0.05882352941176469,0.25,0.3630440983780667,0.3778136734772126,1.0,0.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.2272727272727273,0.0,1.0,0.75,0.6000000000000001,0.4444444444444445,0.625,0.6102941176470588,1.0,0.0,0.0,0.2,0.4,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.43150684931506844,0.16497545008183306,1.0,0.75,1.0,0.6666666666666666,0.42544592160568984,0.0,0.0,0.3976964820493678,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.8,0.4,0.7757009345794392,0.3333333333333333,0.5,0.2538787023977433,0.75,1.0,1.0,0.0,0.0,0.23550724637681159,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
523,11.976659481202368,0.17647058823529413,0.25,0.32109662357415125,0.2636454990630053,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.2,1.0,0.75,0.0,0.5555555555555556,0.75,0.4338235294117647,0.9344262295081968,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.25,0.6666666666666666,0.07069454287739192,0.6666666666666666,0.0,0.2589897260273972,0.16432078559738136,1.0,1.0,1.0,1.0,0.4165061353428521,0.3196125907990315,0.0,0.5680658619371846,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.8,0.4,0.5233644859813084,0.3333333333333333,0.5,0.29619181946403383,0.75,1.0,1.0,0.0,0.043875685557586835,0.06521739130434782,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1037,12.661913960963405,0.0,0.75,0.5345242699394093,0.4491138519073048,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,0.0,0.8636363636363636,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.014705882352941176,0.03278688524590164,1.0,0.0,0.9,0.9,1.0,0.043750000000000004,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,1.0,0.18107725017717932,0.6666666666666666,0.0,0.2559931506849315,0.265139116202946,1.0,1.0,1.0,1.0,0.5975615666462342,0.0,0.0,0.5585859936468549,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,0.33333333333333337,1.0,0.3333333333333333,1.0,0.8,0.009345794392523364,1.0,0.75,0.6431593794076164,0.75,1.0,1.0,0.2660443407234539,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.7272727272727273,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
615,11.231887935237117,0.9411764705882353,0.25,0.0,0.026829457848029925,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.045454545454545456,0.4,1.0,1.0,0.2,0.3333333333333333,0.625,0.27941176470588236,0.639344262295082,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.75,0.3333333333333333,0.026576895818568393,1.0,0.4259094942324756,0.0,0.10310965630114567,1.0,1.0,1.0,1.0,0.2401457931059543,0.0,0.0,0.22448243653798405,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.3333333333333333,0.08333333333333334,1.0,0.0,0.2,0.0,0.04672897196261682,0.0,0.0,0.0,0.0,0.0,1.0,0.11201866977829637,0.043875685557586835,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,0.0,0.0,1.0
219,12.649154617209645,0.17647058823529413,0.75,0.38858111692291897,0.48709031677226866,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.7272727272727273,0.4,1.0,0.75,0.0,0.6666666666666665,1.0,0.5073529411764706,0.04918032786885246,0.0,0.0,0.9,0.9,0.5,0.195,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.25,0.5,0.06041814316087881,0.6666666666666666,0.0,0.1956335616438356,0.13060556464811784,1.0,1.0,1.0,1.0,0.46358369613253814,0.3956416464891041,0.0,0.6248973338903152,0.0,0.5,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6448598130841121,0.3333333333333333,0.5,0.3039492242595204,0.75,1.0,1.0,0.0,0.21755027422303475,0.2717391304347826,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,1.0,0.0,0.0
1161,11.891361900690473,0.8235294117647058,0.75,0.04942530403908929,0.10995611766148805,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.5,0.4,1.0,0.25,1.0,0.5555555555555556,0.5,0.23529411764705882,0.5409836065573771,0.0,0.0,0.7000000000000001,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.6666666666666666,0.055102763997165134,0.6666666666666666,0.0,0.2328767123287671,0.13993453355155483,1.0,0.25,1.0,1.0,0.35571239473129834,0.2910411622276029,0.0,0.5208290946149967,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.29906542056074764,0.3333333333333333,0.5,0.31029619181946405,0.75,1.0,1.0,0.030338389731621934,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5454545454545454,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
650,11.344506813345266,0.9411764705882353,0.25,0.0,0.07794628300477324,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.045454545454545456,0.4,1.0,0.25,0.2,0.3333333333333333,0.625,0.27205882352941174,0.6229508196721312,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.75,0.5,0.02321048901488306,1.0,0.44276841171251113,0.0,0.10310965630114567,1.0,0.75,1.0,1.0,0.2401457931059543,0.0,0.0,0.22448243653798405,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.3333333333333333,0.08333333333333334,1.0,0.0,0.2,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.9999999999999999,0.25,0.6666666666666666,0.75,0.0,0.0,1.0
888,11.816726919301892,0.17647058823529413,0.75,0.38236013085753795,0.4969129640614569,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.18181818181818182,0.4,1.0,0.75,0.0,0.4444444444444445,0.75,0.3897058823529412,0.8852459016393444,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.34931506849315064,0.1335515548281506,1.0,0.5,1.0,1.0,0.36316297354779303,0.2523002421307506,0.0,0.5051815683503782,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.2,0.8,0.49532710280373826,0.3333333333333333,0.25,0.21156558533145275,0.75,1.0,1.0,0.14119019836639438,0.0,0.0,0.0,0.5520833333333334,0.0,0.0,0.75,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
